age,income,transactions,credit_limit,avg_spent,payment_delay,churn
41,113823,92,3986,3735,8,1
52,89224,45,12522,3094,1,1
47,93225,58,3122,1887,6,0
47,21379,81,14892,1483,25,1
64,122547,1,9689,2622,0,0
52,128541,32,15062,5919,19,0
36,47624,8,2363,3494,1,1
67,111500,40,17691,7556,25,0
25,108427,56,3751,8048,24,1
43,134634,63,8782,7353,11,0
66,142507,88,18648,3400,5,0
57,148701,74,13540,1275,19,1
24,77745,74,14223,5481,18,0
47,71805,36,6339,1235,15,0
24,123915,89,6848,7277,3,0
20,140815,57,17877,8253,17,1
18,32516,74,19405,5647,4,1
53,99422,83,19131,1986,24,0
42,105843,45,16861,895,21,0
54,149560,79,14465,2501,17,0
18,44843,80,4302,9055,5,1
32,132020,2,15437,8562,24,0
54,25912,93,16162,7768,13,0
30,41514,68,15512,6377,19,1
57,107359,50,6022,4688,16,1
25,77032,29,11471,4861,17,0
22,48797,95,7155,6849,20,1
26,26449,81,6254,6680,9,0
18,21725,10,5354,8294,22,1
53,101406,27,3516,1243,23,1
52,29304,15,16872,6662,18,1
19,93058,60,11156,873,24,1
57,145555,31,9838,6405,17,0
40,33663,21,13734,4627,3,0
26,90320,60,12022,8831,19,1
51,95008,58,6208,6189,14,0
63,135920,41,17578,3520,5,0
31,114488,46,14725,3792,25,0
21,147418,45,10337,7376,5,1
47,95591,26,11701,7397,2,1
48,115044,51,11275,5838,8,0
55,32676,36,7210,2064,10,0
28,45192,52,12544,557,4,0
52,44722,81,17327,3996,13,0
25,27446,51,15041,5894,1,1
20,139304,3,17705,5642,21,0
31,24725,14,11479,3448,18,0
30,105597,49,12323,4973,7,0
62,133073,77,13937,9064,12,0
49,108207,91,2702,3634,18,0
51,77632,1,11404,2087,4,1
62,86945,57,1830,9469,14,1
36,93741,17,9380,4762,3,1
55,36365,50,1091,7166,3,1
33,85792,98,4877,4178,17,1
19,84857,14,11103,1498,23,0
57,136409,59,19720,9251,18,1
34,35704,81,8676,3843,19,1
51,70575,3,2580,4001,21,1
59,49902,98,16787,4514,8,0
33,139641,40,10600,5607,14,0
55,121294,89,16412,4828,29,0
19,21195,66,1473,5155,11,0
19,139247,34,12624,5827,3,1
43,73517,90,17653,8120,2,1
30,54012,95,18077,6358,4,1
64,31415,9,13663,6120,24,0
48,59534,94,18799,9612,16,1
51,41686,84,15517,7504,4,1
56,97198,21,19467,1742,26,0
20,134514,93,18619,7515,3,0
25,48743,25,4967,580,20,1
40,52161,44,14211,3161,6,1
31,81313,25,7634,5298,6,1
44,135994,9,1840,1040,6,1
46,128617,62,2461,6445,16,1
56,22402,26,16405,7408,24,1
56,83190,57,16003,9966,14,0
18,135184,37,4472,3285,6,0
34,72551,16,16847,3986,14,1
58,33275,37,7575,3657,19,0
47,48182,76,5843,5217,3,1
30,34915,24,8739,5836,1,1
38,20909,26,15852,7665,21,0
36,134110,20,17324,2743,12,0
36,85908,9,19893,3493,11,1
42,147337,87,10157,2591,9,0
39,42620,29,19422,5709,18,1
48,54112,31,15516,8145,14,0
34,94051,19,13432,6240,16,1
40,22431,20,19234,4654,20,0
49,106590,87,8432,9170,5,1
27,82175,27,19837,3165,26,0
27,137472,94,16148,6518,4,0
53,52624,85,12194,2256,20,0
25,96121,44,15819,6213,27,1
69,81264,35,7625,3620,25,0
37,133766,71,8404,5651,12,0
49,51958,22,15674,6105,29,1
67,144095,74,11507,3078,26,1
31,21695,87,19697,1526,13,0
67,120211,15,5623,4973,28,0
45,139502,94,8015,5167,23,0
63,69932,98,16261,2454,13,0
69,119323,13,8782,1086,29,1
41,64225,4,6214,1184,14,0
32,21403,82,7938,6542,15,1
39,103346,56,3988,3768,9,1
47,94391,23,6156,1158,0,0
21,58636,97,6512,1796,23,1
30,30839,98,10788,2025,28,0
40,85546,34,15185,7650,10,1
25,124634,99,19734,8292,6,1
35,67829,17,10971,7104,16,1
29,29230,28,11640,6289,29,0
48,71977,14,7487,7920,24,1
31,60232,34,14688,6253,27,1
51,133050,75,13452,9763,3,1
35,121307,57,16372,7134,28,1
51,114792,77,12999,5608,6,1
28,45651,97,14434,5747,2,1
58,117919,55,13416,8901,23,0
29,59963,66,14945,1123,19,1
66,75872,98,2017,5761,13,1
32,137776,93,5690,4768,17,0
48,99198,37,9373,6484,17,1
66,33739,68,15378,4249,23,1
46,83294,76,19835,5042,29,0
43,68356,26,19336,510,23,0
35,21789,61,5700,1260,0,1
49,39420,92,14901,1677,5,1
39,109297,67,1660,9668,8,1
55,125902,84,18699,2992,24,1
34,57606,74,8381,2889,1,0
40,58640,52,3919,6864,7,1
41,138341,18,19456,3052,23,0
67,64135,53,19403,1982,19,1
25,57067,63,11932,2810,29,0
58,78420,53,1815,4241,3,1
23,37357,27,15510,7785,20,0
22,59851,31,13289,8117,26,0
61,58262,91,5734,4339,9,0
46,144745,1,3753,8081,22,0
45,96853,6,7505,3255,0,0
28,78643,11,12559,9514,10,1
18,138094,34,15905,4097,8,1
60,41534,84,5685,9152,18,1
36,111270,63,17585,5737,10,0
26,121433,53,18388,2240,3,0
44,52872,85,18696,2624,22,1
51,125737,85,19409,5791,4,0
61,27689,18,12765,3597,20,0
21,89103,21,5221,5747,16,0
53,106268,19,16327,4969,17,0
35,106310,4,4671,9345,4,1
32,108731,77,5941,5499,17,1
68,135869,82,13466,9435,16,1
30,57412,29,18988,7066,25,0
36,67734,25,19286,7844,2,1
66,129634,56,13191,1352,10,0
23,107793,77,5588,5426,16,1
65,89930,63,11811,5568,25,1
29,121838,27,19733,5889,7,0
68,42228,60,8928,1818,23,1
54,140627,83,16325,621,7,0
34,97924,49,8120,4754,22,1
40,31319,65,15274,8998,22,1
43,26475,38,5719,9804,1,1
46,117091,83,9081,2396,24,1
50,103694,52,15550,6476,6,1
44,34728,1,17354,8506,20,1
42,130310,40,11864,9037,19,0
27,49545,81,17931,4411,23,1
64,116636,21,13624,8840,20,1
40,142971,86,4361,1539,5,0
38,101686,15,14707,4404,19,0
38,118750,50,2924,5376,17,1
60,118412,48,13647,8809,27,1
30,81756,32,7681,1203,6,0
54,88775,49,3701,3455,27,1
50,58699,68,15175,5970,17,1
41,56821,45,11122,6940,26,1
61,50615,32,17805,2524,11,0
28,33746,4,17719,5496,6,1
34,106457,65,10718,7069,6,0
21,42745,97,1056,4845,0,1
64,21245,71,14973,6362,28,0
42,137408,73,16352,6134,9,0
47,132143,65,16052,1497,9,1
26,44853,80,4147,905,11,0
38,47632,18,4537,743,2,0
37,32856,54,1721,8467,2,1
36,76893,47,13269,2914,12,0
36,90641,6,17769,4356,12,0
29,121226,66,8426,6763,26,0
54,88049,9,14788,8438,5,0
59,78182,68,15007,9124,26,1
34,22801,23,12079,1641,2,1
54,117881,43,15346,4626,27,1
65,99431,51,8115,3524,14,0
56,59749,72,11911,9864,8,1
45,93757,25,1259,7507,20,0
58,75654,80,9791,3956,5,1
52,91574,35,8536,6499,5,0
64,117567,17,9947,4697,7,1
65,75381,18,12769,9787,25,0
35,78601,27,11950,6324,10,0
31,35082,15,17860,7266,18,0
52,34648,81,6283,3352,15,0
61,20364,69,10791,2955,8,1
58,54568,80,3359,8014,22,0
24,99646,15,8405,1890,10,0
58,91494,42,18645,5425,15,0
30,94632,34,15357,3336,28,1
35,27436,48,7323,1117,5,1
54,106713,83,6937,2969,26,1
30,46754,8,18966,3202,16,0
53,80194,10,12030,6757,15,0
48,44544,5,18882,8605,19,1
19,80180,48,14003,3665,20,0
33,83295,26,11578,8951,27,1
26,32638,86,13979,4930,17,0
26,85715,23,3209,9738,0,0
55,89409,62,13060,6492,17,1
28,148479,13,8228,7097,7,0
39,138648,9,10300,1907,25,0
50,103106,20,9681,9701,21,0
53,148782,92,9196,6057,9,1
62,146839,57,9267,7499,1,0
40,133759,24,6372,8089,8,0
62,37157,33,7150,3906,23,0
62,65565,20,11920,6200,3,0
51,89996,60,17001,8627,10,1
26,133620,48,17856,4727,9,1
41,85888,64,16147,2045,13,1
25,76095,30,18221,7807,6,0
24,84947,73,2186,8632,18,1
53,107122,17,7461,634,5,1
35,90880,14,18865,3359,15,0
20,24507,19,12464,6503,18,0
45,123134,71,15052,1764,25,0
23,63988,59,8332,2272,28,1
61,118421,67,17615,664,18,0
61,36865,97,1327,9311,12,1
38,122591,44,6239,8922,11,0
45,149614,32,18333,7225,26,1
57,47213,11,11078,3280,24,0
18,75954,2,8038,8253,21,0
53,77450,90,9048,5798,14,1
38,24477,68,15954,7314,7,0
60,82222,17,3297,4252,3,1
52,26533,81,18691,4472,19,0
30,69395,92,13703,3732,7,1
66,145512,94,3779,8094,22,1
27,43396,40,14706,902,20,0
61,32755,87,14225,7699,15,0
64,20865,46,8318,6764,15,0
27,31173,88,14531,4980,1,1
63,78905,93,6335,7119,21,1
30,58097,4,10530,3107,16,1
54,53371,38,8502,9882,22,1
55,124060,63,2649,9080,24,1
41,31254,29,14472,3904,4,1
19,24018,19,3862,6142,4,1
39,25192,91,1917,1289,11,0
34,22015,29,13444,7396,6,1
53,128154,35,9353,1994,4,0
31,88916,70,6449,3251,25,1
27,48343,23,3811,7210,27,1
52,89306,46,4421,1320,27,1
42,25829,44,10290,5640,3,0
20,54381,48,3721,5638,16,1
64,131451,52,11892,2869,5,1
55,101081,8,16256,4565,13,1
34,38263,55,1788,1963,8,0
29,123676,66,17640,2407,3,0
69,73260,77,5025,6701,25,1
41,63306,40,7741,8395,10,1
46,111211,85,4654,8325,19,1
60,78418,31,14580,4465,20,0
42,110898,48,8660,681,15,1
53,20148,61,4251,6500,15,1
43,21754,52,6268,7745,15,1
55,46745,38,12781,9652,5,0
18,92914,91,14489,1489,14,1
37,131895,36,16131,6772,2,1
45,75833,87,8562,1206,8,0
33,40140,55,16987,7152,0,1
64,94907,85,15391,5347,10,1
34,80653,13,3152,4830,21,1
57,112535,37,9738,2120,5,0
45,81521,47,8888,5149,23,0
29,98315,90,11096,7096,4,1
44,51075,71,6474,5181,24,0
59,50697,22,1488,8544,24,1
64,143804,39,19206,4080,27,1
47,74544,87,6622,9114,17,0
58,29795,58,4774,4515,20,0
51,84555,30,7446,3696,11,0
54,72204,18,9572,6649,6,1
23,123996,18,8833,5053,1,1
24,89754,74,11258,4510,6,1
49,84860,39,13416,7165,8,1
49,123107,94,5887,5146,23,0
42,71529,26,17605,6590,25,1
50,31672,71,16684,4250,24,0
24,74238,7,1617,3036,29,1
69,116578,69,14636,3759,19,1
29,55950,65,3570,7379,7,0
33,31009,46,7309,7938,8,0
33,67096,18,3790,3011,9,1
60,39544,13,8826,2590,11,0
53,75728,25,13134,5134,1,1
30,49381,8,5054,1067,9,1
24,147769,74,17090,620,2,1
53,45287,32,8681,7268,0,1
64,84610,17,16569,9007,16,0
68,88122,79,7508,1120,25,0
26,88184,79,17608,4563,21,0
49,60081,48,11433,953,0,0
28,103637,63,13344,3234,4,1
25,65312,40,12888,1458,29,1
50,107228,84,4827,1262,13,0
40,92943,15,18787,4835,5,0
42,102790,99,17257,7020,8,0
25,100770,6,17793,2551,21,1
62,72726,94,2916,7489,13,0
39,42211,63,3859,8888,3,1
21,49480,8,8072,8307,0,0
57,67780,95,16523,760,5,0
20,77138,32,3051,7246,6,1
46,110382,45,9214,6390,20,1
58,62503,52,3968,6553,5,0
46,77893,79,9936,1780,25,0
51,66193,82,1601,635,23,1
51,134002,13,16451,6599,0,1
45,147543,24,14257,8377,7,1
30,81358,40,6274,3045,11,1
32,100857,14,19226,9060,28,1
40,98182,92,11866,4162,10,0
61,140457,75,13368,7229,1,1
43,42117,70,9674,3954,1,0
21,148333,62,16462,5308,23,1
43,79056,89,12503,8548,1,1
57,137928,61,16624,7020,7,0
26,78706,1,15370,1044,20,0
22,90429,89,6368,6716,24,1
49,29476,66,13567,7617,24,1
37,102806,32,4825,5099,29,1
67,75006,13,11391,3923,23,0
28,107238,33,10874,5305,29,0
32,136946,32,4608,4983,24,1
49,89918,56,7878,7471,6,0
45,83155,24,2018,7619,15,1
39,87321,91,18695,1597,23,0
58,65798,4,10610,7360,21,1
34,97271,88,3500,5935,8,1
43,50177,23,3667,2443,15,1
61,116248,29,10578,2219,1,0
24,148022,98,6230,6268,2,1
59,142415,21,11255,8982,1,1
43,102215,30,5834,9666,21,0
42,63013,90,2546,914,18,0
27,120901,20,16050,9542,26,1
62,102600,16,16049,7605,16,1
36,116099,67,19529,3228,19,1
28,139578,49,19547,7703,20,1
30,73450,58,16640,5141,11,0
25,118628,44,15284,1241,10,1
57,67928,25,4423,1091,19,0
21,142640,23,3332,1249,21,1
64,112403,59,7066,2719,18,1
48,65382,1,19040,9529,25,1
45,119290,97,7038,9225,5,0
28,105038,15,9583,4960,9,0
60,20760,81,6289,8011,13,0
18,44142,98,1296,8008,0,1
66,130189,81,18470,3153,14,0
64,127532,52,6194,3070,5,1
69,37290,58,6805,6248,12,1
55,91035,41,13797,764,23,1
41,20364,44,17879,4095,25,1
64,76921,4,3995,2534,13,1
48,39797,77,17477,3702,12,1
58,126331,68,13912,9073,23,1
63,52535,7,7393,9858,15,1
67,66300,46,1720,888,0,0
43,67176,9,7325,6697,13,1
66,36105,87,13554,2571,12,0
67,27939,33,6099,9086,22,1
22,99472,33,13568,8340,29,1
37,62029,84,5026,3756,9,1
69,35863,4,13247,4519,9,1
58,98097,65,6057,6558,27,0
28,30447,34,18490,7130,3,0
50,116160,91,6305,3359,13,0
67,66940,85,12914,2893,11,0
55,130182,88,7674,7319,21,0
44,97947,79,10563,6571,5,0
51,105001,99,16316,2550,14,1
32,123752,64,17217,3621,4,1
49,39642,25,3005,9616,9,0
38,116798,55,13741,5471,8,0
63,115899,9,15602,8195,26,0
22,87643,17,13603,3854,9,1
23,27928,21,14987,4974,23,1
55,68002,60,18147,3897,11,1
39,104853,13,14543,5917,21,1
35,134614,3,10144,4268,3,1
31,137517,68,12114,6781,28,0
27,45017,4,6691,3481,3,1
63,99064,92,8059,6021,12,0
30,139694,7,5479,3972,24,1
48,33313,26,5198,3117,13,0
47,21559,75,10091,5981,11,1
20,70893,24,16068,6709,12,1
47,35167,10,5205,3999,19,1
23,100879,13,4641,7495,12,1
46,58598,44,4543,8381,22,1
25,27523,39,16424,4092,29,0
61,69777,19,6591,9123,21,1
62,48439,51,12833,6554,1,1
60,136378,19,7116,7772,20,1
61,101060,76,1761,9804,18,1
50,33285,52,3407,5196,8,1
34,30973,86,1885,8046,9,1
65,142970,47,3643,6973,16,1
28,42694,30,12125,5722,9,1
30,55774,46,2468,2949,19,1
67,24302,76,14366,6302,12,0
28,135776,93,8015,1044,19,0
48,42391,21,7323,7152,24,1
45,24611,75,9935,6827,29,1
61,29372,48,3428,7558,0,1
23,44312,62,12685,3128,1,1
58,34080,58,13738,3951,16,1
33,100618,18,10308,9229,12,0
21,132945,59,16879,1936,16,1
52,128397,91,16772,8587,27,0
65,116213,48,11633,7161,29,1
43,40874,63,18738,3562,12,1
29,82537,12,19864,759,16,1
28,93914,87,12193,8051,18,1
54,21597,34,18570,4911,26,0
42,31600,61,16281,5341,13,0
35,23747,87,5087,8461,19,0
36,99415,53,7228,1218,9,0
40,137358,25,3831,5696,1,0
55,98553,62,19132,3227,13,1
35,44815,4,12055,8046,16,1
43,104500,94,14795,9152,4,0
23,114348,94,8552,3354,21,1
21,125736,13,15605,5700,17,1
61,44714,42,12282,4567,2,1
68,38890,49,2063,3477,15,0
46,81509,78,14344,3980,25,0
51,81824,56,16898,8721,18,0
34,24725,47,3732,3993,17,0
60,63205,8,2872,9673,19,1
60,40684,55,5720,730,29,1
33,111861,88,2969,8026,4,1
19,77911,18,13155,5781,7,1
51,118078,35,12870,1751,5,1
25,131573,89,17702,5840,14,1
30,33092,81,4717,7389,24,0
59,115918,32,2374,2463,2,1
25,59770,24,9679,3666,25,1
47,45457,7,17834,2278,8,1
49,91667,13,14427,8552,26,1
53,131565,91,2940,5370,29,1
64,110751,69,3367,1647,10,0
47,82894,90,12428,3347,19,1
18,81305,42,17631,4350,23,1
60,32612,31,17862,3570,25,0
56,122841,74,13655,1120,22,0
34,98627,26,8968,1463,13,1
37,120639,86,17292,7715,22,1
41,57089,76,15743,2642,8,0
67,115295,32,2368,7918,9,1
39,131558,91,3226,1826,29,0
46,72137,97,12688,621,14,0
39,20559,52,4612,4813,17,0
61,86249,20,13199,1576,20,1
26,57361,40,11034,1682,18,0
54,100720,59,12569,1294,6,0
27,35261,77,2059,4771,18,1
53,40372,14,19028,8983,4,0
54,75355,44,14115,7826,20,0
45,117676,86,19195,9182,17,1
45,118560,82,3193,3308,26,1
59,77920,48,17551,3928,0,1
60,132878,93,17128,9325,11,1
38,52544,43,5182,3999,5,1
41,20037,16,19928,2672,12,1
59,63032,35,4868,6486,16,1
57,98233,53,9506,4407,8,1
19,61420,34,6950,5199,25,1
25,134234,3,9914,7581,20,1
65,117243,68,15141,5724,0,1
44,111552,5,12537,3968,11,1
39,149380,10,17154,6260,23,1
54,147358,52,3309,990,0,1
44,54600,29,7630,4763,3,0
46,68285,96,11693,8269,6,1
20,82008,31,15778,9450,19,1
61,109520,66,12525,1697,27,0
30,25167,76,14416,2404,4,0
62,146279,91,19407,5769,22,0
27,20432,69,17733,2150,19,1
53,89687,37,9629,3691,4,0
26,133216,27,9360,527,6,1
44,91947,87,13011,6760,16,1
51,116324,33,8953,3250,11,0
68,70903,68,4301,3379,14,0
18,112159,59,12227,4857,2,0
49,74149,64,7819,3332,16,1
42,107640,85,12782,3609,13,0
46,76768,88,3769,6258,14,0
24,80184,44,11492,3421,14,0
66,85792,95,19564,1933,14,0
20,53439,88,4345,4928,18,0
37,53257,49,3665,8198,10,0
37,125193,53,11784,8611,17,0
47,64674,74,13366,4036,20,0
52,71248,49,19926,7363,9,1
52,103602,66,10325,1681,20,0
66,65371,95,6440,3905,25,1
56,118282,63,8110,4414,8,0
44,87996,25,19815,4222,23,1
43,57297,4,18771,3142,2,1
31,74273,51,12495,8077,0,1
34,81256,11,10629,4211,20,0
35,54743,17,16533,3460,10,1
62,88752,66,19823,5330,15,1
69,99803,70,12365,5958,2,0
46,95117,73,13099,2119,20,0
37,90051,69,2316,6638,8,1
44,42076,84,6204,7180,10,0
35,130352,29,14512,2840,29,0
21,95312,85,1684,9919,16,0
18,139627,73,7440,2228,0,1
67,107483,92,12735,4085,8,1
18,22963,72,4087,701,2,0
43,139217,95,10867,6485,27,1
62,92322,20,19497,6675,9,0
37,33866,27,18341,3660,4,0
69,124504,8,6778,2213,24,0
40,52305,85,17029,8372,10,0
27,82403,61,9079,8339,4,0
28,102896,28,4094,7359,11,1
58,125649,87,15821,1252,13,0
58,146244,70,8582,614,11,1
22,52813,3,10012,5841,18,0
18,86729,69,1887,4480,8,0
34,80686,73,12920,6825,27,1
39,24512,7,7015,3318,6,1
51,139631,60,15530,968,15,1
62,42666,4,18259,925,27,1
58,36630,5,13453,8641,27,0
46,137907,11,8508,2075,6,0
21,147205,15,1556,1333,13,1
22,94519,64,9900,4606,7,1
28,20636,98,1717,4203,26,1
68,23775,13,4665,1908,20,1
38,87957,7,14891,3981,17,1
52,84591,6,11336,6685,26,1
29,98561,56,16014,6321,24,1
43,94816,64,7547,7344,2,1
68,122487,50,6196,6895,26,0
36,31351,30,19403,9295,29,0
62,135400,22,12971,712,1,1
24,140533,25,19567,6911,25,0
64,123627,28,16216,5301,25,1
24,75184,84,11606,2258,4,0
43,148381,39,7691,6280,7,1
57,131192,67,8045,9473,18,0
22,115707,5,11487,2026,21,1
38,89180,65,2237,1340,8,0
31,101678,15,11309,1841,1,0
21,93309,90,7472,2000,14,1
40,114002,67,4558,8621,7,0
59,30778,40,6293,6059,9,0
37,32501,98,13811,6426,6,0
32,132713,69,19229,9207,18,0
67,22108,95,7362,8175,0,1
69,114905,77,14311,9839,21,1
62,56382,43,4182,6957,1,1
46,111354,1,15298,3756,2,0
25,95787,22,17847,3094,27,1
58,43341,62,6760,4156,13,0
65,97214,79,8260,2586,14,0
36,34367,26,1450,3655,20,0
65,139967,18,14707,7688,13,1
56,115208,48,2915,6896,26,1
63,89868,9,10115,1478,7,0
45,32002,1,8076,3547,17,0
63,148180,9,15814,3089,21,1
44,105820,23,1315,2506,16,0
21,79949,45,5793,7283,6,0
32,35700,2,18760,6442,19,1
52,99305,14,2262,3099,0,1
54,82543,38,10319,3008,8,0
18,49318,40,14194,8971,8,1
20,109859,63,4468,1693,10,0
64,47610,82,14874,6415,18,0
41,92499,16,13651,2545,5,1
44,139256,93,15482,8296,6,0
57,93374,75,5409,8939,28,1
53,85226,6,1547,8102,14,1
51,65167,3,5891,4172,19,1
46,97779,14,10721,7681,5,0
41,47939,66,15436,544,8,1
41,81365,96,17490,2585,29,0
59,87381,95,6468,5011,14,0
21,66710,75,15923,6888,25,1
20,36766,86,2250,8275,21,0
51,122416,67,14264,5871,22,1
66,32780,31,2611,8448,5,1
40,68458,33,8928,6723,6,1
69,76221,88,2790,4823,16,0
40,138498,1,1867,7126,5,1
62,128392,44,13445,9314,27,1
22,21509,15,1327,8549,8,1
48,109493,37,4816,7591,26,0
58,130708,27,4148,9176,2,0
23,54346,48,16070,8716,13,1
54,102799,27,12573,1725,5,1
27,136850,12,11566,1748,3,1
57,66874,67,19939,9470,15,0
24,46148,30,14157,5526,22,0
56,51533,96,10322,3342,15,0
55,128144,87,3482,6198,22,1
38,142402,66,4099,2082,28,0
37,98467,7,12512,5348,8,1
20,21359,34,14675,3638,3,0
68,139119,32,10748,5255,29,1
39,110068,39,12735,2017,7,0
64,80313,96,14850,5142,23,0
21,40344,43,7732,5696,7,0
45,138499,43,8985,4268,29,0
29,89778,78,13700,6698,23,1
55,40601,3,7054,8572,5,1
68,134768,46,17952,6058,7,1
53,39116,32,2654,1843,5,0
64,76985,43,12428,5990,25,1
58,121013,81,12311,5835,13,0
22,137110,3,4733,548,13,0
30,138329,74,7811,6416,17,0
40,50782,63,9342,3010,12,1
67,131095,40,11464,6725,14,0
47,69819,18,16746,4160,2,0
54,104416,67,13543,2246,5,0
42,89035,62,11300,9187,22,0
65,117123,10,2795,8670,29,1
44,64458,52,17192,1133,19,1
68,111556,73,14708,7480,16,1
31,144225,46,17383,3220,19,1
65,28080,55,9540,675,15,1
64,108743,46,17328,9330,5,0
53,53957,75,7214,8652,7,1
56,33908,60,7145,3857,28,1
33,116188,97,3609,4892,27,1
39,115880,26,19610,5879,12,1
38,141292,27,14622,6470,28,1
38,110570,38,11298,9166,29,0
25,111324,22,4080,2458,12,1
66,98287,26,1987,7179,19,0
33,143791,86,18744,7848,25,1
48,67482,69,8546,6384,16,0
59,119329,35,16233,9040,20,0
27,142473,66,2726,9328,22,1
49,145291,99,17149,4114,21,1
51,118375,73,15268,4320,2,1
26,58314,51,14977,4822,12,0
34,120989,18,1907,5967,6,0
28,94921,43,14764,6002,19,1
49,142060,12,9390,6879,4,0
27,103768,3,3455,1704,10,1
39,128880,82,6208,6949,22,0
34,120326,7,8774,9039,17,1
21,35831,97,15556,1703,3,0
65,141026,6,16428,7058,19,1
69,40125,82,4365,1482,21,0
64,82451,45,6951,9423,27,0
42,65708,86,16175,7028,26,1
38,37682,39,12027,7155,6,0
54,122406,51,10505,6099,3,0
55,102824,9,11094,6190,9,1
66,55794,99,13167,6405,0,1
18,79372,23,9769,6831,16,1
42,59477,12,2020,9144,4,0
68,73863,88,12845,4573,16,0
53,109941,62,4844,3394,2,1
34,58737,73,4573,2734,8,0
58,22620,77,11485,8131,2,0
41,120950,40,6442,6359,2,0
19,123169,54,8914,8855,28,1
57,142033,81,8951,1947,8,1
32,55057,7,9802,601,4,1
49,60138,17,9520,7934,27,1
56,99390,50,1546,7820,23,0
23,73024,24,16530,1035,9,1
18,29677,2,9998,8000,14,1
64,64111,99,12465,2200,24,0
40,44074,92,16616,7539,11,1
56,37824,83,13717,7614,5,0
34,20765,33,16425,7969,6,0
51,65439,21,5901,6992,6,0
58,145318,74,12842,4844,22,0
46,117151,53,6708,2471,3,0
26,68926,46,3082,1212,28,1
30,56860,45,10795,4155,12,0
23,32975,9,13541,6741,14,1
23,94877,6,1260,6972,17,1
37,113677,51,14567,8260,17,0
69,97870,35,6982,4148,6,0
20,134381,82,1500,5624,9,1
34,101371,53,2015,9150,15,0
66,46548,19,11525,3343,22,1
29,120970,69,4963,8473,25,0
65,110575,25,12866,1092,22,0
64,118066,11,13247,997,28,0
62,58736,74,3706,2634,7,1
18,81562,17,16272,2949,18,0
34,60409,36,3099,5912,28,0
20,104101,90,7386,7948,10,1
43,29834,95,6338,4792,20,1
32,122192,96,19949,526,5,1
53,20840,21,9300,2753,28,0
49,99409,18,5297,4142,23,1
49,51568,60,9405,4155,23,1
21,30846,18,16094,9975,9,1
35,25899,1,16201,1586,18,0
66,106038,14,13614,8522,27,0
36,86101,8,14361,2515,13,0
60,58773,66,2040,5567,19,1
69,149789,51,13810,7623,5,0
52,127460,79,8988,7584,3,0
57,128778,60,8559,9599,25,1
31,94723,34,18371,3963,19,0
50,92762,36,1503,4841,14,0
31,127683,62,6344,6921,4,1
51,124194,1,9947,4967,15,1
21,131417,85,10533,9500,25,1
41,24311,42,15808,3396,6,1
46,129750,1,9148,3628,27,1
36,76888,96,15155,4755,1,1
23,61616,84,16193,9842,12,1
50,72134,54,2381,7380,1,1
66,111225,47,8012,1834,27,0
57,26083,39,16213,9209,25,0
36,32598,30,16212,7578,29,0
18,102476,7,14808,1788,8,0
22,137707,22,11711,9437,19,0
44,112416,50,16173,6147,4,1
33,22580,45,19271,6428,2,1
23,142834,74,10515,5302,1,1
57,132148,72,12939,1197,13,0
30,77395,91,3131,974,25,0
65,62321,10,3424,8196,7,1
52,29386,14,12576,7032,19,1
36,73171,46,10200,9202,29,0
29,39522,75,18701,9229,11,0
33,85532,6,4216,3444,16,1
60,111760,21,13826,6132,28,0
27,34635,62,1016,5884,15,0
42,20671,97,5670,1866,5,1
37,53545,19,3623,1561,5,1
48,74079,88,14350,2807,17,0
21,46855,82,17513,807,1,1
61,55790,99,15450,9688,7,1
40,71012,62,2473,9976,26,0
19,137827,83,10260,9821,22,0
39,132121,53,5311,803,13,1
68,149051,24,3736,6986,1,0
54,34260,56,2946,6066,25,1
25,85139,62,16740,5657,16,1
24,21074,34,17684,4391,26,0
31,62676,22,10176,9546,23,1
20,29475,68,12883,6224,15,0
67,98414,57,5501,6780,25,0
33,35120,10,12618,5850,17,0
36,43147,66,6914,9509,20,0
68,21986,8,1082,9664,5,1
35,129129,97,9364,4633,25,1
69,52430,38,18382,9870,16,1
33,127497,62,6804,604,17,0
25,75479,28,13293,8946,13,1
50,102966,10,13812,8071,9,1
66,22176,45,4084,7101,3,0
29,104258,65,3045,7171,17,0
28,128351,98,17588,9282,10,1
22,135188,67,14184,9216,21,1
44,104153,9,15375,9061,15,0
29,81918,5,2552,3463,29,0
34,148570,10,8816,9355,3,0
23,47115,12,1824,1189,26,1
50,122912,82,4748,7243,18,1
22,97442,58,6578,3088,5,0
45,60002,21,6197,2035,24,0
31,77124,21,10030,2528,7,1
22,26610,65,19345,2356,17,0
50,128828,3,1937,3686,18,0
67,69752,69,8595,3269,17,0
65,148416,89,1424,6585,15,1
58,98947,64,12502,6986,25,1
36,138972,49,4051,7741,6,0
39,94716,72,3905,3487,24,1
22,67993,17,13238,8635,16,0
19,30073,73,3694,6590,26,1
47,57251,32,4595,9840,2,1
64,116496,70,2267,1280,21,0
56,91437,21,1421,4905,14,0
21,58897,7,8017,2653,3,1
50,70906,7,10849,9247,25,1
30,71616,27,19484,3796,15,0
37,128719,8,17349,3813,13,0
24,24482,73,13131,4992,25,0
32,127990,28,9876,6796,16,0
40,110964,79,3226,3083,8,0
31,92936,66,5388,3543,6,1
40,59574,71,3422,8069,13,0
36,143331,47,8226,6479,26,0
46,63284,82,10269,1669,27,0
